ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
PRPC1,PIT RIVER PH5,0.27,13.42,15.7,1.81,17.05,M,3.42,2.26,0.18,1.3,0,1.33,M,,
PTRC1,PIT RIVER PH1,0.11,1.53,2.24,0.22,3.43,0.54,1.03,0.26,0.41,0.24,M,M,M,,
QCYC1,QUINCY,0.5,3.48,6.2,0.51,12.14,1.41,1.81,1.1,0.3,0,0,0.7,28.15,74,74
RBL,RED BLUFF AP,0.1,1.88,3.92,0,4.47,0.54,1.18,0.49,0.15,0.86,0,0.36,13.95,58,58
ROMC1,ROUND MOUNTAIN,0.48,9.39,12.77,2.01,10.11,5.87,4.16,1.48,0.21,1.56,0.02,1.48,49.54,77,77
SAC,SACRAMENTO AP,0.16,1.12,3.01,0.05,4.44,0.35,1.34,0.41,0,0.01,0,0.06,10.95,61,61
SERC1,SIERRAVILLE,0.15,1.59,1.86,0.81,5.22,0.76,0.89,0.33,0.32,0,0,0.08,12.01,46,46
SHDC1,SHASTA DAM,0.24,6.98,11.69,1.25,12.81,0.63,3.12,0.88,0.12,2.68,0.01,0.3,40.71,64,64
SLPC1,SLY PARK,1.71,6.47,6.54,2.24,12.24,2.04,3.84,1.32,0.05,0.4,0,M,M,,
SMTC1,SACRAMENTO 5 ESE,0.21,1.03,3.12,0.07,5.17,0.5,1.42,0.43,0,0.01,0,0.08,12.04,61,61
SODC1,SODA SPRINGS,1.22,7.48,8.43,2.01,15.43,1.89,3.74,2.2,M,M,0.04,1.38,M,,
STOC1,STONY GORGE,0.1,1.27,3.82,0.01,3.98,0.11,0.96,0.39,0,0.13,0,0.34,11.11,52,52
STYC1,STRAWBERRY VALLEY,0.82,9.35,16.17,2.56,22.78,1.75,6.1,1.94,1.47,0.27,0,1.42,64.63,80,80
TWLC1,CAPLES LAKE,0,3.87,5.17,1.66,8.22,1.66,2.31,1.51,0.5,0.23,0.4,0.46,25.99,56,56
VOLC1,VOLTA PH,0.35,5.03,6.63,1.99,6.64,1.89,2.24,0.71,1.09,1.04,0,1.18,28.79,82,82
VTNC1,VINTON,0.87,1.01,0.81,0.19,3.17,0.61,0.64,0.22,0.61,0.09,0.11,0.34,8.67,61,61
WDDC1,WOODLAND,0.01,1.69,1.7,0,3.19,0.15,1.81,0.24,0,0.11,0,0.46,9.36,45,45
WSKC1,WHISKEYTOWN RES,0.46,5.79,9.17,0.66,12.46,0.5,3.48,0.72,0.12,4.53,0.02,0.18,38.09,60,60
ABYC1,AUBERRY,0.55,0,3.65,0.99,4.8,1.52,0.75,0,0,0,0.11,M,M,,
ARNC1,CALAVERAS BIG TREES,1.71,4.77,6.86,2.2,15.39,0.39,3.38,1.88,0.34,0,0,0.31,37.23,67,67
BCRC1,BIG CREEK PH #1,0.88,0.93,5.01,1.15,6.35,2.1,1.21,0.31,0,0.01,0.39,M,M,,
CHVC1,CHERRY VALLEY,1.4,2.44,5.46,1.7,11.09,1.3,2.91,1.48,0.02,0.11,0.04,0.93,28.88,60,60
CMPC1,CAMP PARDEE,0.32,1.36,3.59,0.71,5.59,0.72,1.89,0.39,0,0.01,0,0.14,14.72,64,64
COAC1,COARSEGOLD 1 SW,0.54,0.91,4.36,1.2,5.61,1.11,1.04,M,0,0,M,0.05,M,,
EXQC1,EXCHEQUER DAM,0.81,1.79,3.25,1.12,4.02,0.87,1.19,0.26,0,0.01,0,0.07,13.39,67,67
FDDC1,FIDDLETOWN DEXTER RANCH,0.76,2.1,5.09,1.86,9.61,1.46,2.77,0.53,0.05,0,0,0.39,24.62,67,67
FLOC1,FLORENCE LAKE,0.68,0.72,3.08,0.84,4.29,0.77,M,0.13,M,0.11,0.78,M,M,,
FRAC1,FRIANT GOVERNMENT CAMP,0.32,0.61,1.33,0.92,2.82,0.76,0.7,0.08,0,M,0.08,0.09,M,,
GRVC1,GROVELAND RS,0.82,2.33,1.65,1.67,6.84,0.95,2.32,0.84,0,0.02,0,0.26,17.7,47,47
HETC1,HETCH HETCHY,1.03,2.86,3.84,1.46,7.04,1.87,2.57,1.25,0,0.21,0.13,0.83,23.09,63,63
HNTC1,HUNTINGTON LAKE,2.35,1.97,8.3,2.43,7.65,2,1.25,0.53,0,0,0.31,M,M,,
LOSC1,LOS BANOS,0.21,0.34,0.63,0.55,1.28,0.11,0.48,0.02,0,0,0,0.8,4.42,44,44
MATC1,MATHER,1.12,2.5,4.45,1.36,7.65,1.41,1.92,M,0,0.04,0.6,0.61,M,,
MCEC1,MERCED,0.23,0.85,2.23,0.56,1.52,0.33,0.84,0.03,0,0,0,0.28,6.87,55,55
MDRC1,MADERA,0.01,0.56,1.4,0.65,1.86,0.49,0.5,0.05,0,0,0,0.15,5.67,47,47
MOD,MODESTO AP,0.24,0.96,2,0.41,2.18,0.48,1.17,0.06,0,0.01,0,0.1,7.61,58,58
MRIC1,MARIPOSA RS,1.14,2.21,4.15,1.57,8.57,1,1.61,0.3,0,0,0.02,M,M,,
NMDC1,NEW MELONES DAM HQ,0.93,2.17,4.55,1.34,6.58,1.36,2.03,0.82,0.01,0,0,0.15,19.94,NA,NA
NOFC1,NORTH FORK RS,0.43,1.42,4.78,1.22,7.57,1.36,1.31,0.29,0,0,0.06,0.2,18.64,55,55
PANC1,PANOCHE 2W,0.17,0.37,1.06,1.01,1.46,0.19,0.48,0.01,0,0,0,0.48,5.23,50,50
SCKC1,STOCKTON FIRE STA 4,0.32,1.61,2.16,0.95,2.91,0.54,M,0.1,0,0.02,M,0.27,M,,
SLDC1,LOS BANOS,0.32,0.55,1.07,0.58,1.49,0.28,0.32,0.01,0,0,0,M,M,,
SONC1,SONORA,0.6,2.44,5.36,1.86,9.78,1.39,2.36,0.78,0.02,0.02,0,0.21,24.82,76,76
SPGC1,SALT SPRINGS PH,0,5.29,5.77,1.84,11.95,1.7,2.97,1.31,0.41,0.1,M,M,M,,
TIGC1,TIGER CREEK PH,1.38,4.59,5.6,2.69,12.02,1.9,2.79,0.85,0.17,0.05,M,M,M,,
TRAC1,TRACY CARBONA,0.26,0.97,1.42,0.5,3.4,0.19,0.64,0,0,0,0,0.23,7.61,72,72
WSTC1,WEST POINT,1.16,3.33,5.52,1.93,11.56,1.34,2.84,0.85,0.14,0.01,0,0.38,29.06,80,80
YNPC1,SOUTH ENTRANCE YOSEMITE,0.02,1.59,4.2,1.14,7.39,0.74,1.2,0.21,0,0,0.29,0.63,17.41,41,41
YPQC1,YOSEMITE PARK HEADQUARTER,0.7,1.64,7.37,0.47,2.01,1.88,0.29,0.67,0,0,M,0.69,M,,
