ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
DESC1,DE SABLA,0.64,2.96,0.73,1.28,14.14,14.61,2.35,0.42,0,0.07,1.08,0.19,38.47,57,57
DUNC1,DUNSMUIR,0.07,1.37,0.32,0.61,12.23,11.27,2.67,0.41,0,0.01,0.18,2.3,31.44,48,48
DWNC1,DOWNIEVILLE,0.86,1.61,1.62,1.86,13.9,12.25,2.5,1.9,0,0.06,0.95,1.35,38.86,60,60
FSTC1,FORESTHILL RS,0.67,2.02,0.61,1.56,11.64,10.14,3.65,0.72,0,0,0.03,2.1,33.14,61,61
GEOC1,GEORGETOWN RS,0.6,1.02,0.73,1.27,15.85,9.17,3.73,0.65,0,0.14,0,1.66,34.82,68,68
GLRC1,GOLD RUN 2SW,0.81,2.3,0.64,2,17.01,9.36,3.59,0.99,0,0,0.15,2.18,39.03,71,71
GRAC1,GRASS VALLEY NO. 2,0.39,1.89,0.57,1.49,14.86,9.6,3.38,0.72,0,0.02,0.06,0.87,33.85,63,63
GREC1,GREENVILLE RS,M,M,M,M,M,M,M,M,M,M,M,M,M,,
HATC1,HAT CREEK,0.48,0.53,M,0.27,3.22,3.73,1.09,0.31,0.08,0.12,0.27,0.32,M,,
HLEC1,HARRY L ENGLEBRIGHT DAM,0.15,1.47,0.25,0.95,9.29,6.68,0.87,0.03,0,0,0,0.57,20.26,57,57
HRRC1,HARRISON GULCH RS,M,M,M,M,M,M,M,M,M,M,M,M,M,,
LSPC1,LAKE SPAULDING,0.68,1.27,2.26,1.6,17.15,11.47,3.29,1.22,0.01,0.1,0.47,1.53,41.05,54,54
MCLC1,MCCLOUD,0,0.69,0.35,0.43,8.58,5.76,3.51,0.5,0,0.08,0.05,3,22.95,47,47
MHS,MT. SHASTA,0.79,0.37,0.49,0.3,6.66,3.76,0.78,M,M,0.25,M,2.56,M,,
MINC1,MINERAL,1.32,1.76,0.58,1.09,10.4,14.39,2.79,0.98,0.25,0.27,0.37,1.26,35.46,62,62
MNZC1,MANZANITA LAKE,0.1,2.01,0.57,1.08,6.37,11.35,0.81,1.21,1.07,0.09,0.64,1.69,26.99,66,66
NICC1,NICOLAUS,M,1.28,0.02,0.31,3.98,M,M,0.2,0,M,M,M,M,,
NVDC1,NEVADA CITY,0.67,1.79,0.95,1.79,15.76,10.1,4.09,0.73,0,0,0.12,1.55,37.55,60,60
ONDC1,ORLAND,0.04,0.67,0.11,0.01,3.75,4.13,0.86,0.17,0,0,0.32,1.41,11.47,50,50
PCHC1,PACIFIC HOUSE,1.36,1.97,1.61,2.22,12.05,7.58,4.57,0.7,0,0.09,0,1.32,33.47,62,62
PLCC1,PLACERVILLE,0.45,1.49,0.6,1.57,12.47,6.24,2.51,0.24,M,0.05,0,M,M,,
PLUC1,PLUMAS EUREKA SP,0.67,1.19,1.02,1.91,12.44,10.64,1.35,0.79,0,0.05,1.12,1.41,32.59,NA,NA
PRAC1,PORTOLA,0.3,0.5,0.55,0.77,3.73,3.46,0.65,0.3,0,0.13,1.05,1.03,12.47,54,54
PRDC1,PARADISE,0.34,2.76,0.55,0.71,14.1,12.35,2.01,0.26,0,0.03,0.68,1.01,34.8,60,60
PRPC1,PIT RIVER PH5,0.1,2,0.41,0.85,15.53,16.7,2.61,0.57,0.01,0,0.08,1.78,40.64,52,52
PTRC1,PIT RIVER PH1,0.2,0.63,0.12,0.1,3.07,3.27,0.6,0.26,0.04,0,0.31,0.44,9.04,48,48
QCYC1,QUINCY,0.61,1.03,0.51,0.75,6.89,9.28,1.62,0.26,0,0,1.52,0.88,23.35,59,59
RBL,RED BLUFF AP,0,1.17,0.27,0.06,6.41,3.17,0.29,0.61,0,0.01,0,2.44,14.43,59,59
SAC,SACRAMENTO AP,0,0.88,0.38,0.15,4.14,1.77,1.83,0,0,0.01,0,0.46,9.62,52,52
SERC1,SIERRAVILLE,0.2,0.4,0.93,1.33,7.97,2.82,0.83,0.59,0,1.24,1.5,1.36,19.17,75,75
SHDC1,SHASTA DAM,0.03,2.52,0.2,0.46,13.18,12.78,2.18,0.2,0,0.02,0.45,2.54,34.56,53,53
SLPC1,SLY PARK,0,M,1,1.46,6.36,6.01,4.16,0.71,0,M,0,0,M,,
SMTC1,SACRAMENTO 5 ESE,0,0.82,0.38,0.2,4.49,1.93,1.97,0.01,0,0.02,0,0.54,10.36,51,51
SODC1,SODA SPRINGS,1.65,1.69,2.2,M,M,M,M,M,M,M,M,M,M,,
STOC1,STONY GORGE,0,0.57,0.1,0.03,4.46,3.6,1.37,0.78,0,0,0.21,0.45,11.57,52,52
STYC1,STRAWBERRY VALLEY,1.15,2.56,1.22,1.83,20.33,15.43,3.59,1.3,0,0.01,0.87,0.98,49.27,59,59
TWLC1,CAPLES LAKE,1.11,1.32,1.33,3.1,9.35,4.95,1.61,1.79,0.37,1.46,0.58,1.6,28.57,61,61
VOLC1,VOLTA PH,0.78,2.94,0.44,0.58,6.77,6.95,M,0.86,0.4,0.09,0.39,1.43,M,,
VTNC1,VINTON,0.59,0.56,0.4,0.83,2.67,1.81,0.1,0.44,0,0.58,1.5,M,M,,
WDLC1,WOODLAND,0,1.1,0.34,M,4.9,2.06,M,M,M,M,M,M,M,,
WSKC1,WHISKEYTOWN RES,0.06,1.6,0.45,0.34,14.51,13.41,2.43,0.08,0,0.15,0.28,2.58,35.89,55,55
ABYC1,AUBERRY,0.34,0.54,0.67,M,3.42,0.74,M,M,0,0.09,0,M,M,,
ARNC1,CALAVERAS BIG TREES,0.53,1.43,1.51,1.98,13.22,5.76,3.37,1.07,0,0.22,0.03,1.9,31.02,54,54
CHVC1,CHERRY VALLEY,0.75,1.14,1.6,2.14,8.66,5.29,4.19,0.88,0.23,2,0.09,0.97,27.94,55,55
CMPC1,CAMP PARDEE,0,1.67,0.25,0.55,4.73,3.31,1.65,0.11,0,0,0,0.32,12.59,54,54
EXQC1,EXCHEQUER DAM,0.06,0.93,0.53,1.06,2.47,1.83,1.06,0.04,0,0,0.03,0.01,8.02,39,39
FDDC1,FIDDLETOWN DEXTER RANCH,0,1.47,0.51,1.15,9.75,5.46,2.98,0.3,0,0,0,0.93,22.55,60,60
FLOC1,FLORENCE LAKE,M,0.32,M,0.3,2.98,1.91,1.53,1.33,0,0,0,M,M,,
FRAC1,FRIANT GOVERNMENT CAMP,0.25,0.45,0.43,0.75,2.21,0.75,1.35,0.03,0,0,0,0.14,6.36,43,43
GRVC1,GROVELAND RS,0.97,M,M,1.43,5.32,M,M,0.19,M,0.03,0.02,1.06,M,,
HETC1,HETCH HETCHY,1.18,1.11,1.08,1.89,6.08,4.74,3.55,0.26,0.2,1.54,0.01,0.51,22.15,59,59
HNTC1,HUNTINGTON LAKE,0.04,M,1.48,M,5.24,3.52,3.72,0.96,0.04,0,0.04,M,M,,
LOSC1,LOS BANOS,0.03,0.31,0.25,0.32,1.75,1.08,0.65,0,0,0,0,0,4.39,44,44
MCEC1,MERCED,0,M,1.75,0.39,1.47,1.96,0.75,0,0,0,0,0,M,,
MDRC1,MADERA,0.07,M,0.23,0.32,2.16,0.48,1.11,M,0,0,0,0.04,M,,
MOD,MODESTO AP,0,1.11,0.25,0.5,2.42,1.63,0.95,0.01,0,0,0,0.3,7.17,55,55
MRIC1,MARIPOSA RS,M,M,M,1.72,2.93,3.06,1.52,0.05,0,0,M,M,M,,
NMDC1,NEW MELONES DAM HQ,0.38,0.61,0.67,0.98,5.63,4.57,1.72,0.99,0,0,0.01,0.51,16.07,54,54
NOFC1,NORTH FORK RS,1.27,0.96,M,M,3.4,2.21,3.5,0.59,0,M,0,0.82,M,,
PANC1,PANOCHE 2W,0.02,0.42,0.13,0.15,2.37,1.16,0.42,0,0,M,0,0.07,M,,
SCKC1,STOCKTON FIRE STA 4,M,1.15,M,0.21,M,M,M,M,M,M,M,M,M,,
SONC1,SONORA,0.79,1.13,0.99,1.33,5.73,4.33,2.47,0.18,0.04,0,0,0.67,17.66,51,51
SPGC1,SALT SPRINGS PH,0.04,1.74,1.27,2.17,11.3,5.99,2.24,0.86,0,0.73,0.15,0.85,27.34,56,56
TIGC1,TIGER CREEK PH,0.4,1.36,1.18,1.53,12.98,5.48,2.54,0.22,0,0.01,0.03,1.34,27.07,54,54
TRAC1,TRACY CARBONA,0,M,M,0.34,1.83,1.14,M,0,0,M,M,M,M,,
WSTC1,WEST POINT,0.15,1.85,1.01,1.12,10.49,4.31,3.54,0.12,0,0,0.01,1.08,23.68,59,59
YNPC1,SOUTH ENTRANCE YOSEMITE,1.33,1.31,0.97,1.9,3.47,3.41,2.88,0.57,0.06,0.26,0.09,1.18,17.43,42,42
YPQC1,YOSEMITE PARK HEADQUARTER,0.65,0.73,1.53,1.01,5.47,3.89,2.75,0.61,0.2,0.28,0.15,0.54,17.81,48,48
